place_name,place_id,place_lat,place_lng,place_type,region
Crôa Mares Restaurante e Receptivo,ChIJtWgsphlgAAcRRC17a-kZHvs,-8.931894,-35.1657023,bar,Peroba
Bar do Carlos (Bar do Nem),ChIJT08wPc5jAAcROX8FgfdGEtQ,-8.9285189,-35.1638792,bar,Peroba
Bar sol e mar,ChIJfZ77I6pjAAcRx7ior242jJQ,-8.927475200000002,-35.1617743,bar,Peroba
Bar Mar e Sol,ChIJJ6tdo89jAAcRLKMErx8oCJU,-8.9275785,-35.1615808,bar,Peroba
Nosso Bar,ChIJN_0gxshjAAcRP-tFebMwSDA,-8.9267147,-35.1612134,bar,Peroba
"Gobber's Bar, the Peroba Beach",ChIJt8tOTtRjAAcRfwkpK7H6v40,-8.935351500000001,-35.1673294,bar,Peroba
Trailer Bar (Bar da Praia),ChIJBVemrzhjAAcRY8BKOS99QNc,-8.921908799999999,-35.1566751,bar,Peroba
Gêmeos motos,ChIJKzhPPrFjAAcR9-PaRHn7Vjo,-8.926280199999997,-35.1617284,car_repair,Peroba
Studio Talita Moura,ChIJ_Z2MFEBjAAcR3HnrMfg9ddc,-8.9323018,-35.1720111,hair_care,Peroba
Rafa Santos Barbershop,ChIJYxghHVFjAAcRvrAcWxwbepw,-8.935231100000001,-35.1691537,hair_care,Peroba
Ponta Do Mangue,ChIJOY3d9NNjAAcRkQeHvjtzk_Q,-8.933333,-35.16666689999999,hospital,Peroba
N Park Jota,ChIJYcUXDMljAAcRCHxBKHdYV6I,-8.922507,-35.1637086,park,Peroba
Estacionamento Peroba,ChIJMZf9kfljAAcRTTRP8ym5yTw,-8.921481799999999,-35.15760619999999,parking,Peroba
Farmácia Santo Cristo,ChIJ0S6kq89jAAcRXIiGdoWzrks,-8.927087600000002,-35.162527,pharmacy,Peroba
State Highway Patrol,ChIJTy4NhbhjAAcRXGsPm__CoMQ,-8.920069699999997,-35.15657789999999,police,Peroba
Peixaria Sinfonia Pescados,ChIJq0D4S3ljAAcRpgzwYLJB2iQ,-8.929791199999999,-35.1659143,store,Peroba
Mercadinho e Peixaria do Kiko,ChIJ-dg1qs9jAAcRSA3zW4BDtKw,-8.9270889,-35.1623615,store,Peroba
Laje São Paulo,ChIJKQfQtmdjAAcRgFfiEM3FSKw,-8.9242637,-35.1605232,store,Peroba
Sorveteria Camocim,ChIJRznJrqdjAAcROoxlO7Ma8k8,-8.924171699999999,-35.1599779,store,Peroba
EDILSON BROTHER MARKET,ChIJuUK1oixiAAcRH2rjUEef6fs,-8.9323281,-35.17216559999999,store,Peroba
PEIXARIA DO BAÚ,ChIJo40kZjBjAAcRdy7iSqvmh1E,-8.934571399999998,-35.1686485,store,Peroba
JDS Apoio Patrimonial,ChIJw6JHyNRjAAcR_psc7z8DeBs,-8.934354200000001,-35.17030739999999,store,Peroba
Bar da Praia Porto do Sol,ChIJr6O32KVhAAcRd9kJ2XEyLeQ,-8.956365,-35.1726904,bar,Ponta de Mangue
Tua Casa Hamburgueria e Petiscaria Delivery,ChIJwclmKVNhAAcRklhIySowtJ0,-8.955775599999999,-35.1768151,bar,Ponta de Mangue
Sabor Do Mar Maragogi,ChIJD-b1S6BhAAcRJBu18iLbOx0,-8.9575943,-35.1733464,bar,Ponta de Mangue
Ponta Do Mangue,ChIJf2UaJ6BhAAcRvfE26ls23aI,-8.9563192,-35.17270769999999,bar,Ponta de Mangue
Bar do Lula,ChIJH-qaVp5hAAcRIU_ePH4G6uc,-8.9534726,-35.1734027,bar,Ponta de Mangue
"Petiscaria da Rocha, Ponta Do Mangue, Maragogi, Al",ChIJNZUYk6ZhAAcRxsJHiOv4PvY,-8.9622044,-35.1750888,bar,Ponta de Mangue
EsterAnália,ChIJoyrSB4xhAAcRWc6TjTS4AbM,-8.9531176,-35.1796916,clothing_store,Ponta de Mangue
Camping Jesus,ChIJbWGLUaBhAAcRH20tpp0y5lA,-8.9579778,-35.1732589,park,Ponta de Mangue
Camping maragogi,ChIJtZ7g5tthAAcRPG6n8WWSWcQ,-8.954091799999999,-35.1722367,park,Ponta de Mangue
Hostel e Camping Revive,ChIJdZyeiXthAAcRWVxHWA6ZWLQ,-8.962187700000001,-35.1756185,park,Ponta de Mangue
Mercadinho do Careca,ChIJB2Q5GZlhAAcRUdcQG2HcsLI,-8.9529581,-35.177984,store,Ponta de Mangue
Panificadora Agrande Família,ChIJedWQ6KphAAcR6xuC07oqstE,-8.9852335,-35.1954323,bakery,Barra Grande
Caldinho Do Allef,ChIJCYE-tUJhAAcRoHrJ4jTckxM,-8.9849473,-35.1961697,bar,Barra Grande
Quiosque Bar Praiano,ChIJfbk4IkJhAAcR_KBecerG2JY,-8.9854115,-35.1942376,bar,Barra Grande
Cantinho do sussego,ChIJn7jjgQZhAAcRuw4m_nWI_wc,-8.982822,-35.1945037,bar,Barra Grande
Buteco Arnaldo,ChIJu-soH6bhqgcR-3YgLyRU4lE,-8.982161999999999,-35.1949321,bar,Barra Grande
Buteco Do Arnaldo,ChIJ4T3R0uNhAAcRQGk7i-d5b7s,-8.982031099999999,-35.1949026,bar,Barra Grande
